CDOR3M,3M3M,6M3M,9M3M,12M3M,15M3M,18M3M,21M3M,24M3M
0.94,0.951390306,0.995453297,1.0496875,1.117115385,1.195549451,1.275824176,1.356098901,1.436373626
0.944,0.961186224,1.000913462,1.050075549,1.108296703,1.18467033,1.264945055,1.337067308,1.415494505
0.95,0.961986607,0.996483516,1.040573489,1.097637363,1.165817308,1.236057692,1.306298077,1.376538462
0.953,0.966833546,1.001043956,1.045078984,1.098063187,1.165048077,1.243186813,1.315528846,1.385769231
0.953,0.962582908,0.991009615,1.033595467,1.08625,1.152740385,1.230549451,1.303221154,1.373461538
0.953,0.966221301,0.995625,1.041778846,1.095645604,1.169395604,1.24967033,1.329945055,1.402692308
0.953,0.96606824,0.998846154,1.046229396,1.103681319,1.178516484,1.26614011,1.349065934,1.421923077
0.953,0.969553571,1.003406593,1.050679945,1.111607143,1.187637363,1.275151099,1.358186813,1.431153846
0.953,0.968737245,1.001648352,1.048482143,1.102019231,1.174120879,1.261195055,1.34467033,1.418076923
0.953,0.976916454,1.01448489,1.066225962,1.128035714,1.203241758,1.290206044,1.373791209,1.447307692
0.955,0.984993622,1.027211538,1.08385989,1.147321429,1.222362637,1.309217033,1.392912088,1.466538462
0.955,0.98296875,1.023495879,1.07501717,1.136607143,1.211483516,1.291758242,1.365528846,1.435769231
0.956,0.982611607,1.023001374,1.071284341,1.127747253,1.200604396,1.280879121,1.354759615,1.418571429
0.956,0.97846301,1.013571429,1.059635989,1.115769231,1.181971154,1.258241758,1.332451923,1.396593407
0.956,0.97513074,1.005240385,1.046177885,1.097184066,1.161201923,1.237362637,1.311682692,1.375934066
0.957,0.96690051,0.992019231,1.024975962,1.068708791,1.130432692,1.206483516,1.280913462,1.345274725
0.957,0.966696429,0.994471154,1.03239011,1.078159341,1.139663462,1.215604396,1.295879121,1.370384615
0.957,0.961492347,0.989086538,1.026950549,1.075370879,1.144450549,1.224725275,1.305,1.379615385
0.959,0.976320153,1.010494505,1.055789835,1.111153846,1.181813187,1.267348901,1.352362637,1.427307692
0.959,0.973345026,1.005054945,1.050240385,1.108035714,1.180934066,1.261208791,1.341483516,1.416538462
0.96,0.968089923,0.999615385,1.047160027,1.107321429,1.180054945,1.265370879,1.350604396,1.425769231
0.96,0.967834821,0.999175824,1.044141484,1.099175824,1.169175824,1.254381868,1.344690934,1.425
0.957,0.972579719,1.003736264,1.050951236,1.113269231,1.193083791,1.283392857,1.373701923,1.454230769
0.957,0.974177296,1.007417582,1.054138049,1.11375,1.190116758,1.280425824,1.37073489,1.451923077
0.956,0.973871173,1.006978022,1.053533654,1.117348901,1.199127747,1.289436813,1.379745879,1.461153846
0.956,0.973565051,1.006538462,1.055013736,1.119423077,1.198138736,1.288447802,1.378756868,1.460384615
0.954,0.961049107,0.987074176,1.02529533,1.081607143,1.157149725,1.247458791,1.333571429,1.409615385
0.954,0.941476403,0.961744505,0.997771291,1.050892857,1.122142857,1.20646978,1.292692308,1.368846154
0.954,0.946017219,0.967548077,1.008097527,1.065576923,1.143193681,1.233502747,1.320054945,1.40032967
0.954,0.957818878,0.983901099,1.029302885,1.088035714,1.158626374,1.242513736,1.329175824,1.405769231
0.956,0.957614796,0.981778846,1.021998626,1.073887363,1.134278846,1.208021978,1.284759615,1.355
0.956,0.971116071,1.003021978,1.049739011,1.109945055,1.173509615,1.247142857,1.323990385,1.394230769
0.956,0.982611607,1.01915522,1.06907967,1.1325,1.205989011,1.286263736,1.363221154,1.433461538
0.956,0.979891582,1.012671703,1.062101648,1.12375,1.190432692,1.263626374,1.340913462,1.411153846
0.952,0.971183036,1.007177198,1.056442308,1.116648352,1.179663462,1.252747253,1.330144231,1.397472527
0.951,0.969279337,1.002980769,1.055782967,1.118653846,1.188894231,1.261868132,1.339375,1.406813187
0.951,0.972477679,1.002431319,1.055123626,1.117884615,1.188125,1.260989011,1.338605769,1.406153846
0.947,0.958667092,0.991881868,1.045669643,1.110892857,1.179835165,1.262623626,1.350384615,1.425494505
0.945,0.962748724,0.995233516,1.048526786,1.114807692,1.187197802,1.269656593,1.357747253,1.435769231
0.945,0.937442602,0.967747253,1.011826923,1.074038462,1.146318681,1.228667582,1.316868132,1.395
0.947,0.948325893,0.985048077,1.04489011,1.12706044,1.217369505,1.307678571,1.395989011,1.474230769
0.95,0.949107143,0.990302198,1.054010989,1.136071429,1.226380495,1.31668956,1.40510989,1.483461538
